Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,StreamC,StreamN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco4, 0, 89511, 0, 3784.3, 13249, 0, 0, 0, 0, 3.5, 297.7, 0, 0, 0, 6227, 663.4, 1, 1, 0.1, 0, 0, 0, 37.8, 75.7, 2232.7, 1438, 0, 0, 26.8, 7.7, 0, 0, 0, 0, 0, 0, 0.4, 0.4, 89.3, 169.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 263.3, 0, 0, 
0, eco3, 1, 212017, 0, 2523, 9792.6, 0, 0, 0, 0, 3.5, 204.8, 0, 0, 0, 4602.5, 512, 0.9, 0.9, 0.1, 0, 0, 0, 25.2, 50.5, 1488.5, 958.7, 0, 0, 22.4, 5.7, 0, 0, 0, 0, 0, 0, 0.3, 0.3, 59.5, 113.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176.7, 0, 0, 
0, eco2, 2, 118969, 0, 2222.6, 9205.5, 0, 0, 0, 0, 3.5, 183.1, 0, 0, 0, 4326.6, 509.3, 0.9, 0.9, 0.1, 0, 0, 0, 22.2, 44.5, 1311.3, 844.6, 0, 0, 21.4, 5.5, 0, 0, 0, 0, 0, 0, 0.3, 0.3, 52.5, 99.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156.1, 0, 0, 
0, eco1, 3, 34085, 0, 2869.4, 9043.9, 0, 0, 0, 0, 3.5, 224.8, 0, 0, 0, 4250.6, 461.9, 1, 1, 0.1, 0, 0, 0, 28.7, 57.4, 1692.9, 1090.4, 0, 0, 19, 5.3, 0, 0, 0, 0, 0, 0, 0.3, 0.3, 67.7, 128.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200.5, 0, 0, 
